,No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
10597,16.0,1e-08,2.7e-09,2.9e-09,3.099,129.7,129.9,7.4e-09,1.37e-08,4e-09,2.8e-09,,25,90,14,1,1.0,FA54-5341-327A-250501@203
10598,15.0,0.0,1e-10,3.8e-09,3.109,129.3,129.5,6.6e-09,1.55e-08,4.8e-09,3.6e-09,,25,91,14,1,1.0,FA54-5341-327A-250501@203
10599,14.0,1e-08,1.6e-09,1.3e-09,3.134,129.8,130.0,5.7e-09,1.34e-08,5.4e-09,1.5e-09,,25,92,14,1,1.0,FA54-5341-327A-250501@203
10600,13.0,0.0,1.9e-09,2.1e-09,3.319,129.9,130.1,6.8e-09,1.17e-08,3e-09,3.6e-09,,25,93,14,1,1.0,FA54-5341-327A-250501@203
10601,12.0,1e-08,1.7e-09,4.4e-09,3.233,129.9,130.0,6e-09,1.34e-08,2.5e-09,2.4e-09,,25,94,14,1,1.0,FA54-5341-327A-250501@203
10602,11.0,0.0,0.0,4e-10,3.306,129.9,130.0,5.1e-09,1.31e-08,4.1e-09,2.2e-09,,25,95,14,1,1.0,FA54-5341-327A-250501@203
10603,10.0,1e-08,4e-10,1.4e-09,3.269,130.0,130.1,6.7e-09,1.22e-08,1.1e-09,5.3e-09,,25,96,14,1,1.0,FA54-5341-327A-250501@203
10604,9.0,0.0,2e-09,2.9e-09,3.276,129.8,130.0,7.4e-09,1.31e-08,2.1e-09,3.5e-09,,25,97,14,1,1.0,FA54-5341-327A-250501@203
10605,8.0,0.0,8e-10,1e-09,3.314,129.4,129.7,7.6e-09,1.45e-08,7e-10,4e-09,,25,98,14,1,1.0,FA54-5341-327A-250501@203
10606,7.0,1e-08,1.2e-09,1.1e-09,3.202,129.8,130.1,6.6e-09,1.54e-08,7e-10,2.5e-09,,25,99,14,1,1.0,FA54-5341-327A-250501@203
10607,6.0,0.0,1.7e-09,1.2e-09,3.154,129.7,130.0,7.3e-09,1.61e-08,2e-09,3.3e-09,,25,100,14,1,1.0,FA54-5341-327A-250501@203
10608,5.0,0.0,3.9e-09,2.3e-09,3.185,128.0,128.5,8.1e-09,1.87e-08,1e-09,3.2e-09,,25,101,14,1,1.0,FA54-5341-327A-250501@203
10609,6.0,0.0,1.2e-09,1.4e-09,3.189,129.6,129.8,5.8e-09,1.51e-08,1.7e-09,8e-10,,25,102,15,1,1.0,FA54-5341-327A-250501@203
10610,7.0,0.0,1.3e-09,1.8e-09,3.195,129.8,130.1,7.4e-09,1.41e-08,4e-10,7e-10,,25,103,15,1,1.0,FA54-5341-327A-250501@203
10611,8.0,0.0,1.3e-09,3e-10,3.201,129.3,129.8,6.9e-09,1.6e-08,1e-10,1.5e-09,,25,104,15,1,1.0,FA54-5341-327A-250501@203
10612,9.0,1e-08,1e-10,4.9e-09,3.249,129.6,129.8,5.9e-09,1.44e-08,2.3e-09,8e-10,,25,105,15,1,1.0,FA54-5341-327A-250501@203
10613,10.0,1e-08,5e-10,2.7e-09,3.273,129.6,130.0,7.3e-09,1.36e-08,0.0,4.9e-09,,25,106,15,1,1.0,FA54-5341-327A-250501@203
10614,11.0,1e-08,1.7e-09,3.6e-09,3.24,129.9,130.1,7e-09,1.24e-08,3.1e-09,1.1e-09,,25,107,15,1,1.0,FA54-5341-327A-250501@203
10615,12.0,0.0,7e-10,1.3e-09,3.249,130.0,130.2,6.1e-09,1.39e-08,1.7e-09,1.7e-09,,25,108,15,1,1.0,FA54-5341-327A-250501@203
10616,13.0,0.0,1e-09,3.7e-09,3.237,129.7,130.0,5.5e-09,1.4e-08,2.6e-09,8e-10,,25,109,15,1,1.0,FA54-5341-327A-250501@203
10617,14.0,1e-08,4e-10,4.6e-09,3.177,129.5,129.7,7.3e-09,1.42e-08,1e-10,4.5e-09,,25,110,15,1,1.0,FA54-5341-327A-250501@203
10618,15.0,1e-08,4.8e-09,2e-09,3.124,129.2,129.5,6.9e-09,1.5e-08,8e-10,2.4e-09,,25,111,15,1,1.0,FA54-5341-327A-250501@203
10619,16.0,99.99,,,,,,,,,,,25,112,15,3,1.0,FA54-5341-327A-250501@203
10620,16.0,0.0,6e-10,2.1e-09,3.102,129.0,129.4,6.4e-09,1.44e-08,2.9e-09,7.5e-09,,25,113,16,1,1.0,FA54-5341-327A-250501@203
10621,15.0,1e-08,1.9e-09,1.7e-09,3.098,129.5,129.7,6.3e-09,1.48e-08,1.6e-09,1.5e-09,,25,114,16,1,1.0,FA54-5341-327A-250501@203
10622,14.0,0.0,2.1e-09,1.4e-09,3.129,129.3,129.7,6.8e-09,1.53e-08,7e-10,1.3e-09,,25,115,16,1,1.0,FA54-5341-327A-250501@203
10623,13.0,0.0,1e-09,2.9e-09,3.211,129.2,129.6,5.9e-09,1.45e-08,3.2e-09,9e-10,,25,116,16,1,1.0,FA54-5341-327A-250501@203
10624,12.0,0.0,2.8e-09,4e-10,3.214,129.4,129.7,6.7e-09,1.41e-08,0.0,2.4e-09,,25,117,16,1,1.0,FA54-5341-327A-250501@203
10625,11.0,2e-08,5e-10,2.4e-09,3.171,129.4,129.6,6.4e-09,1.44e-08,2.8e-09,4.6e-09,,25,118,16,1,1.0,FA54-5341-327A-250501@203
10626,10.0,0.0,1.3e-09,2.9e-09,3.24,129.4,129.6,7e-09,1.54e-08,2.6e-09,1e-10,,25,119,16,1,1.0,FA54-5341-327A-250501@203
10627,9.0,1e-08,3.5e-09,2e-10,3.211,129.6,129.7,6.5e-09,1.47e-08,3e-10,3.2e-09,,25,120,16,1,1.0,FA54-5341-327A-250501@203
10628,8.0,0.0,1.8e-09,4.7e-09,3.202,129.8,130.0,6.8e-09,1.46e-08,6e-10,1.1e-09,,25,121,16,1,1.0,FA54-5341-327A-250501@203
10629,7.0,1e-08,3e-10,3.4e-09,3.174,129.9,130.1,7.3e-09,1.46e-08,4.3e-09,1e-09,,25,122,16,1,1.0,FA54-5341-327A-250501@203
10630,6.0,0.0,1.9e-09,2.8e-09,3.189,129.2,129.5,8.3e-09,1.62e-08,3e-10,3.2e-09,,25,123,16,1,1.0,FA54-5341-327A-250501@203
10631,7.0,0.0,1.2e-09,1e-09,3.147,129.3,129.7,8.5e-09,1.48e-08,3.3e-09,9e-10,,25,124,17,1,1.0,FA54-5341-327A-250501@203
10632,8.0,2e-08,9e-10,6e-10,3.199,129.7,129.9,7.3e-09,1.55e-08,1.7e-09,2e-10,,25,125,17,1,1.0,FA54-5341-327A-250501@203
10633,9.0,0.0,1e-10,2.1e-09,3.14,129.8,130.0,6.1e-09,1.4e-08,3e-09,5e-10,,25,126,17,1,1.0,FA54-5341-327A-250501@203
10634,10.0,1e-08,5e-10,4.4e-09,3.136,129.5,129.7,8.2e-09,1.43e-08,9e-10,2.8e-09,,25,127,17,1,1.0,FA54-5341-327A-250501@203
10635,11.0,1e-08,1.9e-09,2.2e-09,3.14,129.3,129.5,6.5e-09,1.48e-08,4.9e-09,2.8e-09,,25,128,17,1,1.0,FA54-5341-327A-250501@203
10636,12.0,0.0,2.4e-09,2.1e-09,3.127,129.1,129.4,8e-09,1.45e-08,1e-10,2.5e-09,,25,129,17,1,1.0,FA54-5341-327A-250501@203
10637,13.0,1e-08,4.5e-09,9e-10,3.173,129.2,129.5,7.1e-09,1.48e-08,8e-10,2.8e-09,,25,130,17,1,1.0,FA54-5341-327A-250501@203
10638,14.0,0.0,2.6e-09,3e-10,3.079,129.8,129.9,6.8e-09,1.38e-08,2e-10,1e-09,,25,131,17,1,1.0,FA54-5341-327A-250501@203
10639,15.0,1e-08,7e-10,2.8e-09,3.087,129.2,129.4,6.1e-09,1.48e-08,7e-10,0.0,,25,132,17,1,1.0,FA54-5341-327A-250501@203
10640,14.0,1e-08,1.9e-09,1.2e-09,3.067,129.0,129.3,6e-09,1.48e-08,4.2e-09,3.2e-09,,25,133,18,1,1.0,FA54-5341-327A-250501@203
10641,13.0,1e-08,1.3e-09,2.5e-09,3.146,128.8,129.3,6.2e-09,1.52e-08,1.9e-09,3e-09,,25,134,18,1,1.0,FA54-5341-327A-250501@203
10642,12.0,0.0,2.5e-09,5.5e-09,3.12,129.3,129.5,7.7e-09,1.47e-08,4.8e-09,2.2e-09,,25,135,18,1,1.0,FA54-5341-327A-250501@203
10643,11.0,0.0,0.0,4.3e-09,3.126,129.4,129.7,7.4e-09,1.42e-08,1.6e-09,7e-10,,25,136,18,1,1.0,FA54-5341-327A-250501@203
10644,10.0,0.0,1.7e-09,8e-10,3.117,129.5,129.7,7.9e-09,1.4e-08,1e-09,1e-09,,25,137,18,1,1.0,FA54-5341-327A-250501@203
10645,9.0,1e-08,9e-10,3.7e-09,3.144,129.5,129.7,6e-09,1.45e-08,4e-10,1.4e-09,,25,138,18,1,1.0,FA54-5341-327A-250501@203
10646,8.0,0.0,1e-10,4.3e-09,3.179,128.9,129.2,7.6e-09,1.61e-08,8e-10,3.9e-09,,25,139,18,1,1.0,FA54-5341-327A-250501@203
10647,10.0,1e-08,5e-10,3.5e-09,3.073,128.3,128.7,7.2e-09,1.71e-08,1e-10,1e-09,,25,140,19,1,1.0,FA54-5341-327A-250501@203
10648,11.0,0.0,2e-10,1.4e-09,3.107,128.5,128.8,9e-09,1.64e-08,2.4e-09,1.5e-09,,25,141,19,1,1.0,FA54-5341-327A-250501@203
10649,12.0,2e-08,5e-10,3.5e-09,3.105,128.0,128.3,8.3e-09,1.67e-08,2.5e-09,3.3e-09,,25,142,19,1,1.0,FA54-5341-327A-250501@203
10650,11.0,1e-08,3.7e-09,1.9e-09,3.012,129.9,130.3,7.2e-09,1.48e-08,5.4e-09,2.5e-09,,1,1,5,1,1.0,FA54-5342-325A-250501@203
10651,14.0,1e-08,3.9e-09,5.4e-09,2.987,129.6,129.9,9.7e-09,1.93e-08,1.2e-09,2.9e-09,,1,2,6,1,1.0,FA54-5342-325A-250501@203
10652,13.0,0.0,1.4e-09,3e-10,3.006,129.9,130.2,7.7e-09,1.91e-08,3.3e-09,2e-10,,1,3,6,1,1.0,FA54-5342-325A-250501@203
10653,12.0,0.0,1.3e-09,3.5e-09,3.011,130.3,130.5,8.2e-09,1.85e-08,3e-10,2.5e-09,,1,4,6,1,1.0,FA54-5342-325A-250501@203
10654,11.0,0.0,3e-10,1e-10,2.986,130.3,130.7,9.7e-09,1.73e-08,3.4e-09,3e-10,,1,5,6,1,1.0,FA54-5342-325A-250501@203
10655,10.0,1e-08,2.4e-09,2.6e-09,3.027,130.5,130.7,9.6e-09,1.81e-08,3.2e-09,1.1e-09,,1,6,6,1,1.0,FA54-5342-325A-250501@203
10656,9.0,0.0,2.1e-09,7e-10,3.039,130.5,130.7,8.5e-09,1.88e-08,2e-10,1e-10,,1,7,6,1,1.0,FA54-5342-325A-250501@203
10657,7.0,1e-08,5e-10,1e-09,3.092,130.3,130.5,9.2e-09,1.92e-08,4.1e-09,1.8e-09,,1,8,7,1,1.0,FA54-5342-325A-250501@203
10658,8.0,1e-08,2e-09,1e-09,3.095,130.3,130.6,1.01e-08,1.89e-08,1.6e-09,1.2e-09,,1,9,7,1,1.0,FA54-5342-325A-250501@203
10659,9.0,1e-08,2.3e-09,5.2e-09,3.035,130.2,130.4,8.3e-09,1.85e-08,2.2e-09,2.5e-09,,1,10,7,1,1.0,FA54-5342-325A-250501@203
10660,10.0,2e-08,3.5e-09,1e-10,3.039,130.3,130.5,9.3e-09,1.87e-08,3.8e-09,3.3e-09,,1,11,7,1,1.0,FA54-5342-325A-250501@203
10661,11.0,0.0,2.7e-09,5e-10,3.025,130.2,130.4,9.1e-09,1.78e-08,1.8e-09,1.4e-09,,1,12,7,1,1.0,FA54-5342-325A-250501@203
10662,12.0,0.0,1e-10,1.5e-09,2.996,130.1,130.3,9.2e-09,1.78e-08,2.5e-09,2.8e-09,,1,13,7,1,1.0,FA54-5342-325A-250501@203
10663,13.0,1e-08,4.1e-09,5e-09,3.029,130.1,130.2,8e-09,1.87e-08,1e-10,4e-10,,1,14,7,1,1.0,FA54-5342-325A-250501@203
10664,14.0,5e-08,1.1e-09,8e-10,2.968,130.4,130.5,8.7e-09,1.73e-08,2.5e-09,1.1e-09,,1,15,7,1,1.0,FA54-5342-325A-250501@203
10665,15.0,0.0,2.7e-09,2.2e-09,2.981,129.9,130.2,9.5e-09,1.86e-08,2.3e-09,2e-10,,1,16,7,1,1.0,FA54-5342-325A-250501@203
10666,16.0,3e-08,1.7e-09,2.4e-09,2.976,129.8,130.1,9.2e-09,1.8e-08,3.7e-09,3e-10,,1,17,8,1,1.0,FA54-5342-325A-250501@203
10667,15.0,2e-08,8e-10,5.7e-09,2.979,130.1,130.3,7.6e-09,1.81e-08,3.6e-09,1.4e-09,,1,18,8,1,1.0,FA54-5342-325A-250501@203
10668,14.0,2e-08,1.6e-09,8e-10,2.993,130.0,130.3,8.3e-09,1.68e-08,8e-10,3.5e-09,,1,19,8,1,1.0,FA54-5342-325A-250501@203
10669,13.0,0.0,1.6e-09,2.4e-09,3.082,129.5,129.8,8.4e-09,1.84e-08,6e-09,1e-10,,1,20,8,1,1.0,FA54-5342-325A-250501@203
10670,12.0,3e-08,3.7e-09,4e-10,3.057,129.7,129.8,9.4e-09,1.78e-08,1.3e-09,3.5e-09,,1,21,8,1,1.0,FA54-5342-325A-250501@203
10671,11.0,0.0,7e-10,5e-09,3.075,129.6,129.9,1e-08,1.73e-08,5.1e-09,3.3e-09,,1,22,8,1,1.0,FA54-5342-325A-250501@203
10672,10.0,0.0,5e-10,2.8e-09,3.108,129.9,130.1,9.6e-09,1.77e-08,3e-09,1.3e-09,,1,23,8,1,1.0,FA54-5342-325A-250501@203
10673,9.0,0.0,2.7e-09,1.1e-09,3.066,130.3,130.4,7.1e-09,1.77e-08,2e-10,2.6e-09,,1,24,8,1,1.0,FA54-5342-325A-250501@203
10674,8.0,3e-08,4e-10,1.7e-09,3.112,130.2,130.5,9.1e-09,1.74e-08,2.9e-09,6e-10,,1,25,8,1,1.0,FA54-5342-325A-250501@203
10675,7.0,4e-08,7e-10,1e-10,3.101,130.1,130.3,9.8e-09,1.96e-08,1e-09,8e-10,,1,26,8,1,1.0,FA54-5342-325A-250501@203
10676,6.0,2e-08,7e-10,4e-09,3.153,130.1,130.3,8.2e-09,1.92e-08,4.6e-09,3.6e-09,,1,27,9,1,1.0,FA54-5342-325A-250501@203
10677,7.0,0.0,5e-09,3e-09,3.114,130.2,130.3,8.6e-09,1.85e-08,1.6e-09,1.7e-09,,1,28,9,1,1.0,FA54-5342-325A-250501@203
10678,8.0,0.0,7e-10,1.9e-09,3.164,129.9,130.2,8.2e-09,1.87e-08,4.1e-09,1e-09,,1,29,9,1,1.0,FA54-5342-325A-250501@203
10679,9.0,0.0,5e-10,2.3e-09,3.109,130.0,130.0,7e-09,1.73e-08,1.7e-09,3e-09,,1,30,9,1,1.0,FA54-5342-325A-250501@203
10680,10.0,2e-08,1.3e-09,9e-10,3.145,129.6,129.8,8.7e-09,1.62e-08,4e-10,1.1e-09,,1,31,9,1,1.0,FA54-5342-325A-250501@203
10681,11.0,3e-08,1.3e-09,3.7e-09,3.138,129.5,129.8,8.1e-09,1.72e-08,8e-10,1.9e-09,,1,32,9,1,1.0,FA54-5342-325A-250501@203
10682,12.0,99.99,,,,,,,,,,,1,33,9,3,1.0,FA54-5342-325A-250501@203
10683,13.0,0.0,4.1e-09,5e-10,3.152,129.3,129.7,9.5e-09,1.8e-08,4e-10,1.6e-09,,1,34,9,1,1.0,FA54-5342-325A-250501@203
10684,14.0,4e-08,1e-09,1.7e-09,3.027,129.6,129.9,6.7e-09,1.73e-08,4.8e-09,8e-10,,1,35,9,1,1.0,FA54-5342-325A-250501@203
10685,15.0,1e-08,2.8e-09,5e-10,2.985,129.5,129.8,8.5e-09,1.83e-08,4e-10,1.5e-09,,1,36,9,1,1.0,FA54-5342-325A-250501@203
10686,16.0,0.0,3.8e-09,1e-09,2.974,130.0,130.3,8.8e-09,1.8e-08,4.3e-09,6.4e-09,,1,37,9,1,1.0,FA54-5342-325A-250501@203
10687,17.0,2e-08,3e-10,2.3e-09,3.01,130.2,130.4,9.1e-09,1.56e-08,2.1e-09,6e-10,,1,38,10,1,1.0,FA54-5342-325A-250501@203
10688,16.0,4e-08,9e-10,2e-10,2.99,129.8,130.1,7.9e-09,1.72e-08,2.5e-09,5e-10,,1,39,10,1,1.0,FA54-5342-325A-250501@203
10689,15.0,0.0,1e-10,1.7e-09,3.017,129.1,129.4,8.5e-09,1.83e-08,6.5e-09,5e-10,,1,40,10,1,1.0,FA54-5342-325A-250501@203
10690,14.0,3e-08,1.1e-09,2.7e-09,3.069,129.4,129.7,8.2e-09,1.83e-08,1.2e-09,1.1e-09,,1,41,10,1,1.0,FA54-5342-325A-250501@203
10691,13.0,0.0,9e-10,3.2e-09,3.192,129.4,129.8,9e-09,1.59e-08,5.2e-09,2.8e-09,,1,42,10,1,1.0,FA54-5342-325A-250501@203
10692,12.0,1e-08,3.4e-09,3.1e-09,3.194,129.7,129.9,8.2e-09,1.67e-08,1e-09,2e-10,,1,43,10,1,1.0,FA54-5342-325A-250501@203
10693,11.0,1e-08,0.0,3.5e-09,3.153,129.6,129.9,8.3e-09,1.49e-08,3e-10,1e-09,,1,44,10,1,1.0,FA54-5342-325A-250501@203
10694,10.0,6e-08,1.9e-09,4.3e-09,3.139,129.7,130.0,7.5e-09,1.71e-08,2.8e-09,2.7e-09,,1,45,10,1,1.0,FA54-5342-325A-250501@203
10695,9.0,0.0,1.9e-09,2.1e-09,3.176,129.8,130.0,8.2e-09,1.8e-08,2.7e-09,3e-09,,1,46,10,1,1.0,FA54-5342-325A-250501@203
10696,8.0,7e-08,1e-09,2.3e-09,3.157,129.7,130.0,9.5e-09,1.8e-08,1e-10,1.1e-09,,1,47,10,1,1.0,FA54-5342-325A-250501@203
10697,7.0,3e-08,4e-10,1.5e-09,3.149,130.1,130.3,8.4e-09,1.82e-08,5.3e-09,1.5e-09,,1,48,10,1,1.0,FA54-5342-325A-250501@203
10698,6.0,1e-08,3e-10,5.5e-09,3.164,130.1,130.2,9e-09,1.99e-08,0.0,8e-10,,1,49,10,1,1.0,FA54-5342-325A-250501@203
10699,5.0,5e-08,3e-10,6.5e-09,3.205,129.9,130.2,9.6e-09,1.85e-08,8e-10,1.9e-09,,1,50,11,1,1.0,FA54-5342-325A-250501@203
10700,6.0,1e-08,4e-10,2.8e-09,3.178,130.0,130.3,8.8e-09,1.87e-08,1.7e-09,6e-10,,1,51,11,1,1.0,FA54-5342-325A-250501@203
10701,7.0,99.99,,,,,,,,,,,1,52,11,3,1.0,FA54-5342-325A-250501@203
10702,8.0,5e-08,2.4e-09,4e-10,3.167,129.9,130.1,8.7e-09,1.67e-08,9e-10,1e-09,,1,53,11,1,1.0,FA54-5342-325A-250501@203
10703,9.0,2e-08,2.6e-09,3.1e-09,3.19,130.0,130.3,7.7e-09,1.77e-08,2e-10,5e-10,,1,54,11,1,1.0,FA54-5342-325A-250501@203
10704,10.0,2e-08,1e-10,2.9e-09,3.212,129.9,130.2,7.7e-09,1.5e-08,2e-10,5e-09,,1,55,11,1,1.0,FA54-5342-325A-250501@203
10705,11.0,0.0,4.3e-09,2.8e-09,3.169,130.2,130.4,6.8e-09,1.52e-08,1e-10,2.4e-09,,1,56,11,1,1.0,FA54-5342-325A-250501@203
10706,12.0,1e-08,1.9e-09,8e-10,3.186,130.1,130.4,8e-09,1.69e-08,1.9e-09,8e-10,,1,57,11,1,1.0,FA54-5342-325A-250501@203
10707,13.0,4e-08,8e-10,2.8e-09,3.208,129.4,129.8,8.7e-09,1.81e-08,1.4e-09,2e-09,,1,58,11,1,1.0,FA54-5342-325A-250501@203
10708,14.0,4e-08,1.1e-09,2.6e-09,3.126,129.4,129.7,7.8e-09,1.7e-08,3.8e-09,2.3e-09,,1,59,11,1,1.0,FA54-5342-325A-250501@203
10709,15.0,4e-08,1e-09,4.2e-09,3.052,129.1,129.4,7.9e-09,1.8e-08,2.6e-09,1.2e-09,,1,60,11,1,1.0,FA54-5342-325A-250501@203
10710,16.0,1e-08,1.3e-09,1.8e-09,3.035,129.6,129.9,8.1e-09,1.59e-08,3.8e-09,4.7e-09,,1,61,11,1,1.0,FA54-5342-325A-250501@203
10711,17.0,4e-08,2e-09,5.6e-09,3.018,130.2,130.4,9.1e-09,1.59e-08,3.1e-09,2.4e-09,,1,62,11,1,1.0,FA54-5342-325A-250501@203
10712,17.0,0.0,1.6e-09,2.1e-09,3.038,130.3,130.4,9.2e-09,1.73e-08,3.6e-09,5e-10,,1,63,12,1,1.0,FA54-5342-325A-250501@203
10713,16.0,2e-08,2.4e-09,3.2e-09,3.053,129.7,130.0,7.4e-09,1.75e-08,2.6e-09,2.6e-09,,1,64,12,1,1.0,FA54-5342-325A-250501@203
10714,15.0,1e-08,8e-10,1.1e-09,3.042,129.2,129.5,7.9e-09,1.77e-08,4.6e-09,7e-10,,1,65,12,1,1.0,FA54-5342-325A-250501@203
10715,14.0,0.0,2.4e-09,1.7e-09,3.092,129.5,129.7,8.4e-09,1.74e-08,5.8e-09,2.2e-09,,1,66,12,1,1.0,FA54-5342-325A-250501@203
10716,13.0,0.0,3.7e-09,4.4e-09,3.183,129.6,130.0,9.7e-09,1.58e-08,3.2e-09,5.7e-09,,1,67,12,1,1.0,FA54-5342-325A-250501@203
10717,12.0,0.0,1.7e-09,4.6e-09,3.154,130.7,130.9,9.1e-09,1.48e-08,3.1e-09,2.1e-09,,1,68,12,1,1.0,FA54-5342-325A-250501@203
10718,11.0,2e-08,1.2e-09,2.3e-09,3.199,130.7,130.8,8.7e-09,1.37e-08,9e-10,2.6e-09,,1,69,12,1,1.0,FA54-5342-325A-250501@203
10719,10.0,1e-08,2.4e-09,7e-10,3.184,130.3,130.5,6.1e-09,1.52e-08,2e-09,8e-10,,1,70,12,1,1.0,FA54-5342-325A-250501@203
10720,9.0,0.0,4e-10,1.7e-09,3.155,130.3,130.5,8.4e-09,1.6e-08,2.4e-09,3.7e-09,,1,71,12,1,1.0,FA54-5342-325A-250501@203
10721,8.0,0.0,3.3e-09,4.3e-09,3.234,130.1,130.3,8.4e-09,1.8e-08,2.8e-09,2.3e-09,,1,72,12,1,1.0,FA54-5342-325A-250501@203
10722,7.0,1e-08,2.8e-09,3e-10,3.164,130.2,130.5,8.7e-09,1.74e-08,1.8e-09,2.1e-09,,1,73,12,1,1.0,FA54-5342-325A-250501@203
10723,6.0,2e-08,1.4e-09,3.3e-09,3.172,130.3,130.5,8.5e-09,1.96e-08,4.9e-09,7e-10,,1,74,12,1,1.0,FA54-5342-325A-250501@203
10724,5.0,99.99,,,,,,,,,,,1,75,12,3,1.0,FA54-5342-325A-250501@203
10725,5.0,0.0,2.8e-09,1.8e-09,3.213,129.9,130.0,9.1e-09,2.01e-08,1e-09,5.2e-09,,1,76,13,1,1.0,FA54-5342-325A-250501@203
10726,6.0,1e-08,6.2e-09,1.7e-09,3.187,130.1,130.3,8.8e-09,1.95e-08,2.8e-09,3.2e-09,,1,77,13,1,1.0,FA54-5342-325A-250501@203
10727,7.0,0.0,5e-10,8e-10,3.172,130.1,130.3,8.8e-09,1.81e-08,4.3e-09,2e-10,,1,78,13,1,1.0,FA54-5342-325A-250501@203
10728,8.0,3e-08,1.6e-09,2.1e-09,3.213,130.0,130.2,9e-09,1.66e-08,1.2e-09,6.1e-09,,1,79,13,1,1.0,FA54-5342-325A-250501@203
10729,9.0,0.0,1e-09,4.6e-09,3.153,130.3,130.5,7.5e-09,1.59e-08,1.7e-09,1.7e-09,,1,80,13,1,1.0,FA54-5342-325A-250501@203
10730,10.0,3e-08,0.0,5e-10,3.15,130.2,130.5,8.1e-09,1.59e-08,2e-09,3e-09,,1,81,13,1,1.0,FA54-5342-325A-250501@203
10731,11.0,1e-08,6e-10,1e-09,3.166,130.7,131.0,8e-09,1.44e-08,9e-10,4e-09,,1,82,13,1,1.0,FA54-5342-325A-250501@203
10732,12.0,7e-08,1.1e-09,5.7e-09,3.17,130.7,131.0,8.9e-09,1.49e-08,4.5e-09,4.4e-09,,1,83,13,1,1.0,FA54-5342-325A-250501@203
10733,13.0,2e-08,1.6e-09,4.2e-09,3.188,129.7,130.1,7.4e-09,1.67e-08,5.5e-09,2.3e-09,,1,84,13,1,1.0,FA54-5342-325A-250501@203
10734,14.0,4e-08,3e-10,3e-10,3.075,129.7,130.0,8.6e-09,1.56e-08,4e-09,4.4e-09,,1,85,13,1,1.0,FA54-5342-325A-250501@203
10735,15.0,2e-08,8e-10,2.5e-09,3.074,129.3,129.5,9.6e-09,1.84e-08,3.9e-09,3.1e-09,,1,86,13,1,1.0,FA54-5342-325A-250501@203
10736,16.0,1e-08,1.6e-09,1.2e-09,3.054,129.9,130.1,7.6e-09,1.67e-08,6e-10,1.8e-09,,1,87,13,1,1.0,FA54-5342-325A-250501@203
10737,17.0,4e-08,4e-10,1.8e-09,3.035,130.3,130.5,8.4e-09,1.71e-08,1.2e-09,8e-10,,1,88,13,1,1.0,FA54-5342-325A-250501@203
10738,17.0,0.0,3e-09,3.4e-09,3.045,130.2,130.5,8.8e-09,1.6e-08,2.1e-09,4.3e-09,,1,89,14,1,1.0,FA54-5342-325A-250501@203
10739,16.0,1e-08,1.2e-09,9e-10,3.045,130.1,130.3,9e-09,1.59e-08,2.4e-09,3.2e-09,,1,90,14,1,1.0,FA54-5342-325A-250501@203
10740,15.0,0.0,3.9e-09,6e-10,3.023,129.6,129.8,9.3e-09,1.69e-08,1e-09,4.4e-09,,1,91,14,1,1.0,FA54-5342-325A-250501@203
10741,14.0,1e-08,8e-10,4.3e-09,3.074,129.9,130.2,8.5e-09,1.48e-08,2e-09,2.9e-09,,1,92,14,1,1.0,FA54-5342-325A-250501@203
10742,13.0,2e-08,9e-10,3.4e-09,3.18,130.0,130.2,7.7e-09,1.63e-08,4.8e-09,9e-10,,1,93,14,1,1.0,FA54-5342-325A-250501@203
10743,12.0,1e-08,2.3e-09,2e-10,3.147,130.3,130.6,8.1e-09,1.62e-08,1.1e-09,1.3e-09,,1,94,14,1,1.0,FA54-5342-325A-250501@203
10744,11.0,3e-08,3.7e-09,3.1e-09,3.178,130.4,130.6,7.2e-09,1.59e-08,6e-10,1.2e-09,,1,95,14,1,1.0,FA54-5342-325A-250501@203
10745,10.0,1e-08,0.0,1.9e-09,3.171,130.1,130.3,9.4e-09,1.47e-08,4.4e-09,4.7e-09,,1,96,14,1,1.0,FA54-5342-325A-250501@203
10746,9.0,1e-08,3.4e-09,4.2e-09,3.148,130.0,130.3,8.6e-09,1.73e-08,1e-09,4.3e-09,,1,97,14,1,1.0,FA54-5342-325A-250501@203
10747,8.0,4e-08,3.1e-09,1.9e-09,3.208,129.7,130.0,7e-09,1.7e-08,7e-10,4e-10,,1,98,14,1,1.0,FA54-5342-325A-250501@203
10748,7.0,0.0,2.4e-09,1.3e-09,3.173,130.0,130.3,8.9e-09,1.93e-08,1.7e-09,1.4e-09,,1,99,14,1,1.0,FA54-5342-325A-250501@203
10749,6.0,0.0,2.3e-09,3.6e-09,3.188,129.8,130.0,1e-08,1.9e-08,2.1e-09,2.8e-09,,1,100,14,1,1.0,FA54-5342-325A-250501@203
10750,5.0,0.0,5e-10,8e-10,3.226,129.8,130.1,9.5e-09,1.97e-08,2.8e-09,3.2e-09,,1,101,14,1,1.0,FA54-5342-325A-250501@203
10751,6.0,0.0,1.6e-09,3.8e-09,3.196,129.8,130.1,1.03e-08,1.88e-08,2.4e-09,1.8e-09,,1,102,15,1,1.0,FA54-5342-325A-250501@203
