No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
9.0,4e-08,3.2e-09,2.5e-09,3.169,130.4,130.7,8.2e-09,1.58e-08,3.9e-09,1e-09,,8,97,14,1,1.0,FA54-5342-325A-250501@203
8.0,0.0,4e-10,5e-10,3.297,130.0,130.2,8.5e-09,1.73e-08,2e-09,5.6e-09,,8,98,14,1,1.0,FA54-5342-325A-250501@203
7.0,1e-08,3.5e-09,3.2e-09,3.223,130.3,130.6,8.1e-09,1.56e-08,1e-10,1.5e-09,,8,99,14,1,1.0,FA54-5342-325A-250501@203
6.0,1e-08,4.6e-09,2e-10,3.215,130.0,130.3,8.4e-09,1.84e-08,1.4e-09,1.4e-09,,8,100,14,1,1.0,FA54-5342-325A-250501@203
5.0,1e-08,7e-10,1.5e-09,3.322,128.5,128.9,1.16e-08,2.26e-08,2e-10,2.5e-09,,8,101,14,1,1.0,FA54-5342-325A-250501@203
6.0,0.0,8e-10,7e-10,3.27,129.7,130.0,8.6e-09,1.81e-08,3.6e-09,1.6e-09,,8,102,15,1,1.0,FA54-5342-325A-250501@203
7.0,9e-08,3.1e-09,2.3e-09,3.244,130.3,130.6,7.3e-09,1.65e-08,5.4e-09,1.8e-09,,8,103,15,1,1.0,FA54-5342-325A-250501@203
8.0,1e-08,9e-10,1.8e-09,3.238,129.8,130.2,8.6e-09,1.54e-08,1e-09,1.7e-09,,8,104,15,1,1.0,FA54-5342-325A-250501@203
9.0,0.0,6e-10,4.1e-09,3.225,129.9,130.2,8.6e-09,1.64e-08,3.5e-09,2.8e-09,,8,105,15,1,1.0,FA54-5342-325A-250501@203
10.0,2e-08,2e-10,2.9e-09,3.282,130.2,130.4,7.4e-09,1.57e-08,1.3e-09,5e-09,,8,106,15,1,1.0,FA54-5342-325A-250501@203
11.0,1e-08,2.3e-09,3e-10,3.271,130.5,130.7,6.7e-09,1.48e-08,4.1e-09,1e-09,,8,107,15,1,1.0,FA54-5342-325A-250501@203
12.0,4e-08,5.9e-09,5e-10,3.245,130.6,130.9,8.5e-09,1.51e-08,1.9e-09,2.8e-09,,8,108,15,1,1.0,FA54-5342-325A-250501@203
13.0,9e-08,4.8e-09,9e-10,3.201,130.4,130.7,7.8e-09,1.54e-08,1.3e-09,1e-10,,8,109,15,1,1.0,FA54-5342-325A-250501@203
14.0,7e-08,2.6e-09,4e-10,3.203,130.3,130.4,9.7e-09,1.57e-08,1.9e-09,2.2e-09,,8,110,15,1,1.0,FA54-5342-325A-250501@203
15.0,1e-08,2e-09,9e-10,3.187,130.2,130.2,7.8e-09,1.7e-08,2.1e-09,2.4e-09,,8,111,15,1,1.0,FA54-5342-325A-250501@203
16.0,1e-08,3.4e-09,1.1e-09,3.118,130.3,130.5,7.9e-09,1.58e-08,5e-10,1.4e-09,,8,112,15,1,1.0,FA54-5342-325A-250501@203
16.0,0.0,0.0,2.3e-09,3.126,130.0,130.3,8.1e-09,1.72e-08,3.4e-09,4e-10,,8,113,16,1,1.0,FA54-5342-325A-250501@203
15.0,1e-08,3.4e-09,1.2e-09,3.162,130.3,130.5,9.2e-09,1.58e-08,2.8e-09,3e-10,,8,114,16,1,1.0,FA54-5342-325A-250501@203
14.0,3e-08,1e-10,2.7e-09,3.17,130.3,130.5,7.2e-09,1.6e-08,8.3e-09,0.0,,8,115,16,1,1.0,FA54-5342-325A-250501@203
13.0,0.0,1.4e-09,2e-10,3.191,130.2,130.4,8.2e-09,1.72e-08,1.5e-09,2.8e-09,,8,116,16,1,1.0,FA54-5342-325A-250501@203
12.0,0.0,2.4e-09,1.8e-09,3.216,130.1,130.4,6.9e-09,1.55e-08,5.5e-09,7e-10,,8,117,16,1,1.0,FA54-5342-325A-250501@203
11.0,1e-08,7e-10,1.9e-09,3.229,129.9,130.2,8.5e-09,1.61e-08,2e-09,2e-09,,8,118,16,1,1.0,FA54-5342-325A-250501@203
10.0,1e-08,1.5e-09,2e-09,3.214,129.8,130.1,6.6e-09,1.6e-08,2.8e-09,4e-10,,8,119,16,1,1.0,FA54-5342-325A-250501@203
9.0,3e-08,3.8e-09,4.8e-09,3.205,129.8,130.1,7.2e-09,1.69e-08,3.9e-09,2e-10,,8,120,16,1,1.0,FA54-5342-325A-250501@203
8.0,0.0,1.7e-09,1.8e-09,3.2,130.0,130.3,9e-09,1.58e-08,1e-10,3e-10,,8,121,16,1,1.0,FA54-5342-325A-250501@203
7.0,0.0,1.8e-09,1.9e-09,3.221,130.1,130.4,8.1e-09,1.8e-08,2.8e-09,0.0,,8,122,16,1,1.0,FA54-5342-325A-250501@203
6.0,4e-08,1e-10,5e-10,3.275,129.0,129.5,8.1e-09,1.98e-08,1.9e-09,2e-09,,8,123,16,1,1.0,FA54-5342-325A-250501@203
7.0,1e-08,1e-09,3.4e-09,3.201,129.7,130.0,8.5e-09,1.96e-08,2.9e-09,2.5e-09,,8,124,17,1,1.0,FA54-5342-325A-250501@203
8.0,4e-08,8e-10,5e-10,3.217,130.2,130.3,9.6e-09,1.56e-08,2.7e-09,1.9e-09,,8,125,17,1,1.0,FA54-5342-325A-250501@203
9.0,3e-08,2.5e-09,2.6e-09,3.158,130.3,130.4,7e-09,1.52e-08,3.7e-09,1.9e-09,,8,126,17,1,1.0,FA54-5342-325A-250501@203
10.0,1e-08,3.1e-09,2.2e-09,3.181,130.0,130.1,8.5e-09,1.6e-08,1.1e-09,1.8e-09,,8,127,17,1,1.0,FA54-5342-325A-250501@203
11.0,5e-08,2.2e-09,1.5e-09,3.157,129.9,130.1,7.6e-09,1.64e-08,9e-10,2.1e-09,,8,128,17,1,1.0,FA54-5342-325A-250501@203
12.0,1e-08,8e-10,1.2e-09,3.173,130.0,130.1,7.7e-09,1.65e-08,2.7e-09,3.5e-09,,8,129,17,1,1.0,FA54-5342-325A-250501@203
13.0,1e-08,1.6e-09,2.2e-09,3.197,130.1,130.4,8.6e-09,1.72e-08,3.2e-09,5.5e-09,,8,130,17,1,1.0,FA54-5342-325A-250501@203
14.0,1e-08,8e-10,2.5e-09,3.128,130.7,130.8,8.7e-09,1.55e-08,3.9e-09,0.0,,8,131,17,1,1.0,FA54-5342-325A-250501@203
15.0,4e-08,7e-10,2.1e-09,3.149,130.3,130.4,8.4e-09,1.67e-08,3.2e-09,4e-10,,8,132,17,1,1.0,FA54-5342-325A-250501@203
14.0,0.0,2.5e-09,3.6e-09,3.135,130.0,130.3,8.5e-09,1.72e-08,4e-09,2.8e-09,,8,133,18,1,1.0,FA54-5342-325A-250501@203
13.0,1e-08,1.6e-09,6e-10,3.172,129.9,130.1,9.5e-09,1.61e-08,6e-10,3.3e-09,,8,134,18,1,1.0,FA54-5342-325A-250501@203
12.0,0.0,9e-10,5.5e-09,3.164,130.1,130.3,8.6e-09,1.67e-08,5e-09,2.7e-09,,8,135,18,1,1.0,FA54-5342-325A-250501@203
11.0,7e-08,1.4e-09,4e-09,3.13,130.1,130.2,6.6e-09,1.69e-08,2.7e-09,1.7e-09,,8,136,18,1,1.0,FA54-5342-325A-250501@203
10.0,0.0,3.5e-09,4.2e-09,3.133,130.0,130.2,7.9e-09,1.72e-08,2.1e-09,1e-09,,8,137,18,1,1.0,FA54-5342-325A-250501@203
9.0,1e-08,1.9e-09,2.5e-09,3.153,130.0,130.2,7.5e-09,1.75e-08,1.8e-09,3.4e-09,,8,138,18,1,1.0,FA54-5342-325A-250501@203
8.0,0.0,3e-09,3.8e-09,3.191,129.5,129.9,9e-09,1.92e-08,1.4e-09,1.8e-09,,8,139,18,1,1.0,FA54-5342-325A-250501@203
10.0,1e-08,4.3e-09,1.7e-09,3.199,129.0,129.4,8.2e-09,1.87e-08,2e-10,1e-09,,8,140,19,1,1.0,FA54-5342-325A-250501@203
11.0,5e-08,1e-09,2.6e-09,3.178,129.3,129.6,9.4e-09,1.69e-08,1.6e-09,4e-10,,8,141,19,1,1.0,FA54-5342-325A-250501@203
12.0,0.0,3e-10,2.8e-09,3.153,129.5,129.7,8e-09,1.87e-08,1.1e-09,2e-10,,8,142,19,1,1.0,FA54-5342-325A-250501@203
11.0,1e-08,8e-10,7e-09,3.056,130.0,130.3,1.16e-08,1.76e-08,3.6e-09,1.9e-09,,9,1,5,1,1.0,FA54-5342-325A-250501@203
14.0,1e-08,3.6e-09,4.2e-09,2.968,130.0,130.2,9.3e-09,1.79e-08,2.1e-09,1.6e-09,,9,2,6,1,1.0,FA54-5342-325A-250501@203
13.0,1e-08,3.1e-09,2.9e-09,3.04,130.2,130.5,1.01e-08,1.74e-08,4.5e-09,1.9e-09,,9,3,6,1,1.0,FA54-5342-325A-250501@203
12.0,0.0,5.6e-09,1.9e-09,3.031,130.5,130.6,8.9e-09,1.85e-08,5.7e-09,6e-10,,9,4,6,1,1.0,FA54-5342-325A-250501@203
11.0,0.0,4.5e-09,2.9e-09,3.015,130.5,130.6,9.2e-09,1.7e-08,6.6e-09,2.5e-09,,9,5,6,1,1.0,FA54-5342-325A-250501@203
10.0,3e-08,2.1e-09,2.2e-09,3.047,130.5,130.7,9e-09,1.85e-08,1.1e-09,2.4e-09,,9,6,6,1,1.0,FA54-5342-325A-250501@203
9.0,0.0,1e-09,6e-10,3.056,130.5,130.7,8.7e-09,1.73e-08,1.7e-09,7e-10,,9,7,6,1,1.0,FA54-5342-325A-250501@203
7.0,0.0,1.7e-09,1.8e-09,3.103,130.3,130.7,8.3e-09,1.78e-08,1.6e-09,4.1e-09,,9,8,7,1,1.0,FA54-5342-325A-250501@203
8.0,2e-08,1e-09,3.7e-09,3.116,130.5,130.7,8.4e-09,1.8e-08,2.6e-09,1.7e-09,,9,9,7,1,1.0,FA54-5342-325A-250501@203
9.0,0.0,1.2e-09,3.2e-09,3.039,130.3,130.5,9e-09,1.77e-08,3.6e-09,7e-10,,9,10,7,1,1.0,FA54-5342-325A-250501@203
10.0,3e-08,5.8e-09,5.6e-09,3.042,130.2,130.5,8.2e-09,1.73e-08,2.5e-09,2.1e-09,,9,11,7,1,1.0,FA54-5342-325A-250501@203
11.0,0.0,1.1e-09,3.6e-09,3.039,130.2,130.3,9.3e-09,1.87e-08,3.3e-09,1.3e-09,,9,12,7,1,1.0,FA54-5342-325A-250501@203
12.0,2e-08,1.3e-09,8e-10,3.009,130.2,130.4,9.3e-09,1.69e-08,1.6e-09,5.9e-09,,9,13,7,1,1.0,FA54-5342-325A-250501@203
13.0,0.0,3e-10,6.4e-09,3.05,130.2,130.5,8.4e-09,1.77e-08,8.2e-09,1.8e-09,,9,14,7,1,1.0,FA54-5342-325A-250501@203
14.0,5e-08,6e-10,1.7e-09,2.948,130.4,130.6,1e-08,1.63e-08,1e-10,8e-10,,9,15,7,1,1.0,FA54-5342-325A-250501@203
15.0,0.0,2.3e-09,7e-10,2.943,130.1,130.3,8e-09,1.81e-08,3.4e-09,7e-10,,9,16,7,1,1.0,FA54-5342-325A-250501@203
16.0,0.0,2.2e-09,4e-10,2.966,130.2,130.3,9.1e-09,1.64e-08,3.7e-09,2.7e-09,,9,17,8,1,1.0,FA54-5342-325A-250501@203
15.0,6e-08,2e-09,0.0,2.962,130.2,130.4,7.3e-09,1.73e-08,7e-10,1.3e-09,,9,18,8,1,1.0,FA54-5342-325A-250501@203
14.0,0.0,1.8e-09,4e-10,2.974,130.2,130.4,8.6e-09,1.75e-08,5e-10,1e-09,,9,19,8,1,1.0,FA54-5342-325A-250501@203
13.0,1e-08,2e-10,5e-09,3.103,130.0,130.2,7.8e-09,1.64e-08,2.8e-09,3e-10,,9,20,8,1,1.0,FA54-5342-325A-250501@203
12.0,0.0,3.3e-09,0.0,3.058,129.8,130.0,9e-09,1.76e-08,4.4e-09,2e-10,,9,21,8,1,1.0,FA54-5342-325A-250501@203
11.0,3e-08,2.5e-09,7e-10,3.042,129.7,130.0,9.4e-09,1.93e-08,2e-10,2e-09,,9,22,8,1,1.0,FA54-5342-325A-250501@203
10.0,1e-08,3.5e-09,1.7e-09,3.093,129.9,130.0,8.9e-09,1.73e-08,1.2e-09,1e-09,,9,23,8,1,1.0,FA54-5342-325A-250501@203
9.0,1e-08,2.5e-09,4.8e-09,3.083,130.0,130.2,9.1e-09,1.8e-08,2.3e-09,8e-10,,9,24,8,1,1.0,FA54-5342-325A-250501@203
8.0,1e-08,2.5e-09,1.2e-09,3.138,130.3,130.5,7.7e-09,1.77e-08,7.4e-09,1e-10,,9,25,8,1,1.0,FA54-5342-325A-250501@203
7.0,0.0,2.5e-09,0.0,3.109,130.6,130.9,9.7e-09,1.81e-08,1e-10,5.4e-09,,9,26,8,1,1.0,FA54-5342-325A-250501@203
6.0,1e-08,2.1e-09,3.5e-09,3.164,130.7,130.8,8.9e-09,1.84e-08,4e-09,2e-10,,9,27,9,1,1.0,FA54-5342-325A-250501@203
7.0,2e-08,1e-10,5.1e-09,3.148,130.3,130.5,8.8e-09,1.85e-08,2e-10,4e-10,,9,28,9,1,1.0,FA54-5342-325A-250501@203
8.0,3e-08,2.4e-09,3.3e-09,3.215,129.9,130.2,8e-09,1.84e-08,3e-10,7e-10,,9,29,9,1,1.0,FA54-5342-325A-250501@203
9.0,8e-08,1.3e-09,7e-10,3.095,129.8,129.9,8e-09,1.75e-08,5e-09,6e-10,,9,30,9,1,1.0,FA54-5342-325A-250501@203
10.0,2e-08,8e-10,1.4e-09,3.104,129.6,130.0,8.2e-09,1.79e-08,3.6e-09,4.8e-09,,9,31,9,1,1.0,FA54-5342-325A-250501@203
11.0,4e-08,2.9e-09,7e-10,3.096,129.8,130.0,7.8e-09,1.74e-08,1.7e-09,4e-10,,9,32,9,1,1.0,FA54-5342-325A-250501@203
12.0,0.0,4.2e-09,1.8e-09,3.061,130.0,130.2,8.3e-09,1.74e-08,3.1e-09,8e-10,,9,33,9,1,1.0,FA54-5342-325A-250501@203
13.0,0.0,2.4e-09,2.2e-09,3.105,129.8,130.2,8.7e-09,1.65e-08,3e-10,4.3e-09,,9,34,9,1,1.0,FA54-5342-325A-250501@203
14.0,0.0,8e-10,2.6e-09,2.968,129.8,130.2,7.9e-09,1.7e-08,4.1e-09,6.4e-09,,9,35,9,1,1.0,FA54-5342-325A-250501@203
15.0,1e-08,1e-09,9e-10,2.959,129.9,130.2,8.4e-09,1.57e-08,2.7e-09,1.5e-09,,9,36,9,1,1.0,FA54-5342-325A-250501@203
16.0,1e-08,7e-10,2.8e-09,2.988,130.2,130.4,7.9e-09,1.66e-08,0.0,1.8e-09,,9,37,9,1,1.0,FA54-5342-325A-250501@203
17.0,1e-08,1e-09,1.8e-09,3.03,130.2,130.4,7.6e-09,1.76e-08,2.5e-09,2.9e-09,,9,38,10,1,1.0,FA54-5342-325A-250501@203
16.0,0.0,8e-10,9e-10,2.988,130.0,130.2,8.3e-09,1.62e-08,4e-10,3e-09,,9,39,10,1,1.0,FA54-5342-325A-250501@203
15.0,0.0,0.0,5e-10,2.991,129.6,129.8,8.3e-09,1.65e-08,2.6e-09,2.7e-09,,9,40,10,1,1.0,FA54-5342-325A-250501@203
14.0,3e-08,0.0,7e-10,3.048,129.8,130.0,8.8e-09,1.69e-08,2.5e-09,3.2e-09,,9,41,10,1,1.0,FA54-5342-325A-250501@203
13.0,1e-08,1.9e-09,2.8e-09,3.221,130.0,130.2,8e-09,1.64e-08,2.2e-09,1.4e-09,,9,42,10,1,1.0,FA54-5342-325A-250501@203
12.0,2e-08,1e-10,2e-10,3.188,130.1,130.2,8.3e-09,1.79e-08,1.3e-09,5e-10,,9,43,10,1,1.0,FA54-5342-325A-250501@203
11.0,0.0,1.1e-09,7e-10,3.172,129.9,130.1,9.1e-09,1.75e-08,9e-10,4e-09,,9,44,10,1,1.0,FA54-5342-325A-250501@203
10.0,1e-08,2e-09,4.3e-09,3.205,129.8,130.0,8.1e-09,1.67e-08,1e-10,6e-10,,9,45,10,1,1.0,FA54-5342-325A-250501@203
9.0,3e-08,2e-10,2.4e-09,3.189,129.7,130.0,9.4e-09,1.78e-08,5.7e-09,4e-09,,9,46,10,1,1.0,FA54-5342-325A-250501@203
8.0,3e-08,5.4e-09,7e-10,3.223,129.6,130.0,9.3e-09,1.89e-08,4e-10,2.8e-09,,9,47,10,1,1.0,FA54-5342-325A-250501@203
7.0,0.0,6e-10,8e-10,3.204,130.2,130.4,9.3e-09,1.84e-08,4.4e-09,1.5e-09,,9,48,10,1,1.0,FA54-5342-325A-250501@203
6.0,2e-08,8e-10,1e-09,3.199,130.5,130.8,9e-09,1.78e-08,1.4e-09,3.4e-09,,9,49,10,1,1.0,FA54-5342-325A-250501@203
5.0,1e-08,0.0,6e-09,3.196,130.0,130.4,9.6e-09,1.85e-08,5.5e-09,1.1e-09,,9,50,11,1,1.0,FA54-5342-325A-250501@203
6.0,4e-08,2.2e-09,2.5e-09,3.228,130.5,130.7,8.5e-09,1.89e-08,6.4e-09,7e-10,,9,51,11,1,1.0,FA54-5342-325A-250501@203
7.0,0.0,2.1e-09,1.4e-09,3.224,130.1,130.3,8.3e-09,1.82e-08,1e-09,1e-10,,9,52,11,1,1.0,FA54-5342-325A-250501@203
8.0,0.0,1.7e-09,4.5e-09,3.205,129.7,130.0,9.4e-09,1.83e-08,3.3e-09,2.5e-09,,9,53,11,1,1.0,FA54-5342-325A-250501@203
9.0,1e-08,7e-10,3.9e-09,3.225,129.9,130.1,7.6e-09,1.69e-08,4.6e-09,2e-10,,9,54,11,1,1.0,FA54-5342-325A-250501@203
10.0,0.0,1.9e-09,3.5e-09,3.231,129.8,130.0,8.4e-09,1.72e-08,1.1e-09,3e-10,,9,55,11,1,1.0,FA54-5342-325A-250501@203
11.0,0.0,5.8e-09,1.4e-09,3.183,129.8,130.0,8.5e-09,1.83e-08,3e-10,4.3e-09,,9,56,11,1,1.0,FA54-5342-325A-250501@203
12.0,0.0,1.6e-09,2.2e-09,3.213,129.9,130.0,7.7e-09,1.68e-08,5.5e-09,3e-10,,9,57,11,1,1.0,FA54-5342-325A-250501@203
13.0,0.0,1e-09,2.8e-09,3.239,129.8,130.1,8e-09,1.59e-08,4.2e-09,4.5e-09,,9,58,11,1,1.0,FA54-5342-325A-250501@203
14.0,0.0,1e-10,2e-09,3.111,129.7,130.0,8.9e-09,1.71e-08,3.4e-09,7e-10,,9,59,11,1,1.0,FA54-5342-325A-250501@203
15.0,2e-08,2.7e-09,7e-10,3.054,129.3,129.5,8.6e-09,1.84e-08,1.4e-09,4.6e-09,,9,60,11,1,1.0,FA54-5342-325A-250501@203
16.0,4e-08,3.6e-09,2.7e-09,3.042,129.6,130.0,8e-09,1.73e-08,2.8e-09,1.9e-09,,9,61,11,1,1.0,FA54-5342-325A-250501@203
17.0,1e-08,1e-10,9e-10,3.042,130.0,130.3,9e-09,1.54e-08,8e-10,6.3e-09,,9,62,11,1,1.0,FA54-5342-325A-250501@203
17.0,1e-08,4.1e-09,1.2e-09,3.067,129.9,130.1,8.3e-09,1.81e-08,1.2e-09,3.4e-09,,9,63,12,1,1.0,FA54-5342-325A-250501@203
16.0,1e-08,2e-10,4.7e-09,3.043,129.4,129.7,8.5e-09,1.75e-08,4.5e-09,4.4e-09,,9,64,12,1,1.0,FA54-5342-325A-250501@203
15.0,4e-08,1.3e-09,4.6e-09,3.025,129.2,129.3,8.3e-09,1.77e-08,0.0,3.2e-09,,9,65,12,1,1.0,FA54-5342-325A-250501@203
14.0,1e-08,6e-10,3.9e-09,3.075,129.7,129.9,7.9e-09,1.69e-08,4.3e-09,1e-10,,9,66,12,1,1.0,FA54-5342-325A-250501@203
13.0,0.0,7e-10,4.7e-09,3.214,129.6,129.8,8.3e-09,1.43e-08,3.4e-09,1.9e-09,,9,67,12,1,1.0,FA54-5342-325A-250501@203
12.0,3e-08,3.6e-09,2.9e-09,3.119,129.7,129.7,8.1e-09,1.69e-08,1.9e-09,2.1e-09,,9,68,12,1,1.0,FA54-5342-325A-250501@203
11.0,0.0,7e-10,4.5e-09,3.143,129.6,129.8,8.8e-09,1.71e-08,6.8e-09,2e-10,,9,69,12,1,1.0,FA54-5342-325A-250501@203
10.0,5e-08,1.9e-09,1.6e-09,3.122,129.7,130.0,8.6e-09,1.67e-08,1.6e-09,3.3e-09,,9,70,12,1,1.0,FA54-5342-325A-250501@203
9.0,3e-08,7e-10,5e-09,3.162,130.0,130.2,8.6e-09,1.73e-08,6.3e-09,3.1e-09,,9,71,12,1,1.0,FA54-5342-325A-250501@203
8.0,1e-08,4.8e-09,1.8e-09,3.308,130.0,130.1,8.7e-09,1.81e-08,1.3e-09,4e-10,,9,72,12,1,1.0,FA54-5342-325A-250501@203
7.0,2e-08,9e-10,3.2e-09,3.233,130.2,130.5,8.5e-09,1.76e-08,3.7e-09,1e-09,,9,73,12,1,1.0,FA54-5342-325A-250501@203
6.0,2e-08,2e-10,7e-10,3.206,130.6,130.7,9.2e-09,1.91e-08,8e-10,2.1e-09,,9,74,12,1,1.0,FA54-5342-325A-250501@203
5.0,6e-08,1.1e-09,7e-10,3.242,130.0,130.5,9.5e-09,2.02e-08,2.5e-09,0.0,,9,75,12,1,1.0,FA54-5342-325A-250501@203
5.0,1e-08,5e-10,1.9e-09,3.243,129.9,130.4,8.8e-09,2.01e-08,1.8e-09,3e-10,,9,76,13,1,1.0,FA54-5342-325A-250501@203
6.0,1e-08,0.0,4.1e-09,3.245,130.6,130.8,7.2e-09,1.82e-08,3.5e-09,1.1e-09,,9,77,13,1,1.0,FA54-5342-325A-250501@203
7.0,0.0,4e-09,1.5e-09,3.258,130.3,130.5,1e-08,1.82e-08,1e-09,4.6e-09,,9,78,13,1,1.0,FA54-5342-325A-250501@203
8.0,0.0,2.3e-09,3e-10,3.272,129.9,130.1,9e-09,1.87e-08,4.4e-09,1.8e-09,,9,79,13,1,1.0,FA54-5342-325A-250501@203
9.0,0.0,1e-09,1.4e-09,3.22,130.0,130.3,9e-09,1.65e-08,4.4e-09,5e-10,,9,80,13,1,1.0,FA54-5342-325A-250501@203
10.0,3e-08,2.1e-09,8e-10,3.196,129.8,130.0,7.2e-09,1.75e-08,1.3e-09,6e-10,,9,81,13,1,1.0,FA54-5342-325A-250501@203
11.0,3e-08,2.3e-09,1.3e-09,3.153,129.6,129.9,7.4e-09,1.73e-08,2.7e-09,2.5e-09,,9,82,13,1,1.0,FA54-5342-325A-250501@203
12.0,5e-08,3.9e-09,1.2e-09,3.167,129.6,129.8,8.3e-09,1.63e-08,1.4e-09,1.8e-09,,9,83,13,1,1.0,FA54-5342-325A-250501@203
13.0,0.0,2.7e-09,5.4e-09,3.179,129.4,129.8,8.2e-09,1.56e-08,2.5e-09,5.5e-09,,9,84,13,1,1.0,FA54-5342-325A-250501@203
14.0,0.0,4e-10,2.5e-09,3.088,129.7,129.8,8.3e-09,1.64e-08,5.6e-09,3.1e-09,,9,85,13,1,1.0,FA54-5342-325A-250501@203
15.0,0.0,3e-09,7e-10,3.055,129.1,129.3,9.7e-09,1.85e-08,4.2e-09,7e-10,,9,86,13,1,1.0,FA54-5342-325A-250501@203
16.0,2e-08,1.7e-09,4.1e-09,3.059,129.4,129.5,7.8e-09,1.73e-08,5.2e-09,6e-10,,9,87,13,1,1.0,FA54-5342-325A-250501@203
17.0,3e-08,0.0,2.8e-09,3.054,129.7,130.0,7.8e-09,1.65e-08,1.9e-09,1.1e-09,,9,88,13,1,1.0,FA54-5342-325A-250501@203
17.0,0.0,3.9e-09,3.7e-09,3.095,129.7,129.9,8.5e-09,1.71e-08,1.8e-09,1.6e-09,,9,89,14,1,1.0,FA54-5342-325A-250501@203
16.0,1e-08,3e-09,2e-10,3.07,129.3,129.6,8e-09,1.76e-08,4e-10,2e-10,,9,90,14,1,1.0,FA54-5342-325A-250501@203
15.0,1e-08,5e-10,1.9e-09,3.054,128.9,129.2,8e-09,1.75e-08,3.8e-09,5.2e-09,,9,91,14,1,1.0,FA54-5342-325A-250501@203
14.0,99.99,,,,,,,,,,,9,92,14,3,1.0,FA54-5342-325A-250501@203
13.0,0.0,2e-09,4.7e-09,3.188,129.6,129.8,9.2e-09,1.59e-08,2.3e-09,1.9e-09,,9,93,14,1,1.0,FA54-5342-325A-250501@203
12.0,2e-08,5e-10,3.7e-09,3.105,129.8,130.0,8.3e-09,1.66e-08,8e-10,5.5e-09,,9,94,14,1,1.0,FA54-5342-325A-250501@203
11.0,0.0,2.9e-09,3.6e-09,3.179,129.8,130.0,7.8e-09,1.67e-08,2.4e-09,3.9e-09,,9,95,14,1,1.0,FA54-5342-325A-250501@203
10.0,5e-08,4.6e-09,2.8e-09,3.197,129.8,130.0,6.8e-09,1.72e-08,1.5e-09,3e-10,,9,96,14,1,1.0,FA54-5342-325A-250501@203
9.0,0.0,7e-10,2.8e-09,3.157,129.8,130.1,8.3e-09,1.53e-08,4.2e-09,5e-10,,9,97,14,1,1.0,FA54-5342-325A-250501@203
8.0,0.0,3.1e-09,2.3e-09,3.302,129.6,130.1,7.2e-09,1.69e-08,3.2e-09,1.1e-09,,9,98,14,1,1.0,FA54-5342-325A-250501@203
7.0,2e-08,1e-10,2.3e-09,3.236,130.3,130.5,9.6e-09,1.62e-08,3.1e-09,4e-09,,9,99,14,1,1.0,FA54-5342-325A-250501@203
6.0,1e-08,1.7e-09,8e-09,3.215,130.6,130.8,9.5e-09,1.69e-08,1.6e-09,0.0,,9,100,14,1,1.0,FA54-5342-325A-250501@203
5.0,2e-08,2.3e-09,1.3e-09,3.273,130.0,130.4,8.5e-09,1.91e-08,2.2e-09,1e-09,,9,101,14,1,1.0,FA54-5342-325A-250501@203
6.0,0.0,1.8e-09,2e-09,3.248,130.8,131.0,8.6e-09,1.85e-08,7e-10,2.7e-09,,9,102,15,1,1.0,FA54-5342-325A-250501@203
7.0,1e-08,1e-10,4.7e-09,3.249,130.3,130.7,8.2e-09,1.7e-08,4.1e-09,4.7e-09,,9,103,15,1,1.0,FA54-5342-325A-250501@203
8.0,3e-08,1.3e-09,1e-09,3.218,129.7,130.0,8.3e-09,1.77e-08,3.5e-09,1e-10,,9,104,15,1,1.0,FA54-5342-325A-250501@203
9.0,0.0,3.9e-09,1.9e-09,3.215,129.6,129.9,8.3e-09,1.62e-08,3e-10,4.8e-09,,9,105,15,1,1.0,FA54-5342-325A-250501@203
10.0,1e-08,4e-10,1e-10,3.212,129.7,129.9,9.3e-09,1.55e-08,3.2e-09,1e-10,,9,106,15,1,1.0,FA54-5342-325A-250501@203
11.0,3e-08,2.4e-09,7.7e-09,3.175,129.7,130.0,7.9e-09,1.51e-08,1e-09,6.4e-09,,9,107,15,1,1.0,FA54-5342-325A-250501@203
12.0,5e-08,2.8e-09,4.2e-09,3.245,129.8,130.0,7e-09,1.67e-08,4.1e-09,2.1e-09,,9,108,15,1,1.0,FA54-5342-325A-250501@203
13.0,0.0,1.4e-09,2e-09,3.287,129.5,129.8,8.1e-09,1.6e-08,2.9e-09,4e-09,,9,109,15,1,1.0,FA54-5342-325A-250501@203
14.0,2e-08,1.3e-09,4e-10,3.108,129.1,129.4,6.8e-09,1.6e-08,1.8e-09,1.4e-09,,9,110,15,1,1.0,FA54-5342-325A-250501@203
15.0,1e-08,4e-10,3e-10,3.052,128.9,129.2,7.3e-09,1.81e-08,3.2e-09,2.1e-09,,9,111,15,1,1.0,FA54-5342-325A-250501@203
16.0,0.0,0.0,6e-10,3.063,129.4,129.6,7.5e-09,1.51e-08,1.9e-09,2e-10,,9,112,15,1,1.0,FA54-5342-325A-250501@203
16.0,0.0,0.0,3.6e-09,3.064,129.3,129.6,8.4e-09,1.66e-08,2.4e-09,5e-10,,9,113,16,1,1.0,FA54-5342-325A-250501@203
