Program name	H0206AD_E4_CP1.dll
Lot number	C127251.00-CPTSTE11-241023-002348@CP
Wafer number	01
Date	2024/10/23
Time	00:23:52

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH1	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
224	9	17	1	1.28000E-002	-2.70000E-003	-3.20000E-003	6.15000E-008	3.00000E-010	3.43200E-007	3.35750E+000	7.44396E+002	7.46543E+002	2.14760E+000	1.28493E-001	6.93800E-001	8.20000E-011	2.24800E-010	1.73200E-007
228	11	17	1	1.27000E-002	-2.60000E-003	-3.20000E-003	7.04000E-008	3.00000E-010	4.31200E-007	3.34640E+000	7.43178E+002	7.44860E+002	1.68270E+000	1.28585E-001	6.94500E-001	3.28000E-011	7.49000E-011	2.04600E-007
232	13	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	8.15000E-008	3.00000E-010	4.08000E-007	3.35250E+000	7.40775E+002	7.42754E+002	1.97930E+000	1.26936E-001	6.93900E-001	4.45000E-011	1.70900E-010	1.97100E-007
236	15	17	1	1.28000E-002	-2.60000E-003	-3.20000E-003	8.31000E-008	4.00000E-010	3.44300E-007	3.35540E+000	7.35367E+002	7.37254E+002	1.88750E+000	1.24334E-001	6.93600E-001	3.16100E-010	1.21800E-010	1.65900E-007
240	17	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	8.48000E-008	5.00000E-010	3.08100E-007	3.36500E+000	7.33281E+002	7.35527E+002	2.24570E+000	1.23657E-001	6.94000E-001	6.56000E-011	4.14500E-010	1.50700E-007
244	19	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	8.28000E-008	5.00000E-010	4.27000E-007	3.34550E+000	7.36472E+002	7.38857E+002	2.38500E+000	1.24646E-001	6.93400E-001	1.03000E-010	1.92000E-010	2.03400E-007
248	21	17	1	1.28000E-002	-2.60000E-003	-3.20000E-003	7.77000E-008	4.00000E-010	4.68400E-007	3.35280E+000	7.42077E+002	7.43823E+002	1.74570E+000	1.27389E-001	6.94400E-001	1.75600E-010	5.15000E-011	2.24100E-007
252	23	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	6.77000E-008	3.00000E-010	4.99600E-007	3.36050E+000	7.44845E+002	7.46674E+002	1.82870E+000	1.29158E-001	6.95400E-001	1.07700E-010	1.05400E-010	2.37400E-007
256	25	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	5.48000E-008	5.00000E-010	4.65100E-007	3.36520E+000	7.46864E+002	7.48282E+002	1.41730E+000	1.28630E-001	6.94800E-001	1.07700E-010	4.12100E-010	2.26000E-007
260	27	17	1	1.27000E-002	-2.70000E-003	-3.10000E-003	3.75000E-008	4.00000E-010	3.96100E-007	3.38660E+000	7.31129E+002	7.32558E+002	1.42900E+000	1.24667E-001	6.93400E-001	3.23100E-010	1.89700E-010	1.91000E-007
264	26	19	1	1.28000E-002	-2.60000E-003	-3.10000E-003	3.00000E-008	5.00000E-010	3.02800E-007	3.45260E+000	7.29765E+002	7.31272E+002	1.50720E+000	1.23875E-001	6.93900E-001	6.56000E-011	2.88000E-010	1.47700E-007
268	24	19	1	1.27000E-002	-2.70000E-003	-3.10000E-003	5.02000E-008	5.00000E-010	3.14100E-007	3.38660E+000	7.46188E+002	7.47794E+002	1.60590E+000	1.26507E-001	6.93600E-001	7.26000E-011	2.83300E-010	1.61700E-007
272	22	19	1	1.28000E-002	-2.60000E-003	-3.20000E-003	6.06000E-008	3.00000E-010	4.40700E-007	3.35780E+000	7.46620E+002	7.48761E+002	2.14140E+000	1.28830E-001	6.94300E-001	9.60000E-011	1.40500E-010	2.13400E-007
276	20	19	1	1.28000E-002	-2.60000E-003	-3.20000E-003	7.00000E-008	4.00000E-010	4.75600E-007	3.35350E+000	7.43464E+002	7.45924E+002	2.46090E+000	1.28713E-001	6.94700E-001	1.17000E-011	7.49000E-011	2.25200E-007
280	18	19	1	1.28000E-002	-2.60000E-003	-3.20000E-003	7.58000E-008	3.00000E-010	4.51900E-007	3.35810E+000	7.43982E+002	7.46132E+002	2.15060E+000	1.27547E-001	6.95000E-001	3.02100E-010	2.06100E-010	2.15300E-007
284	16	19	1	1.29000E-002	-2.60000E-003	-3.10000E-003	7.73000E-008	5.00000E-010	4.42700E-007	3.35910E+000	7.42562E+002	7.44883E+002	2.32130E+000	1.27877E-001	6.95100E-001	2.92700E-010	1.87000E-011	2.11600E-007
288	14	19	1	1.27000E-002	-2.70000E-003	-3.10000E-003	7.31000E-008	5.00000E-010	4.34900E-007	3.35070E+000	7.42808E+002	7.44940E+002	2.13190E+000	1.28428E-001	6.94800E-001	3.98100E-010	1.03000E-010	2.04600E-007
292	12	19	1	1.27000E-002	-2.70000E-003	-3.10000E-003	6.63000E-008	3.00000E-010	3.52000E-007	3.35940E+000	7.45900E+002	7.48431E+002	2.53090E+000	1.28566E-001	6.93900E-001	7.02000E-011	3.67600E-010	1.74800E-007
296	10	19	1	1.28000E-002	-2.60000E-003	-3.10000E-003	5.76000E-008	4.00000E-010	2.36200E-007	3.39660E+000	7.45892E+002	7.48359E+002	2.46640E+000	1.27105E-001	6.94800E-001	6.79000E-011	1.92000E-010	1.26200E-007
300	8	19	1	1.28000E-002	-2.60000E-003	-3.10000E-003	3.82000E-008	5.00000E-010	2.27200E-007	3.43710E+000	7.32439E+002	7.34449E+002	2.01020E+000	1.23390E-001	6.95500E-001	1.07700E-010	1.07700E-010	1.12000E-007
306	11	21	1	1.28000E-002	-2.70000E-003	-3.20000E-003	5.53000E-008	4.00000E-010	2.30200E-007	3.42510E+000	7.34566E+002	7.36234E+002	1.66820E+000	1.23941E-001	6.95100E-001	0.00000E+000	1.40000E-011	1.19200E-007
310	13	21	1	1.29000E-002	-2.60000E-003	-3.10000E-003	5.77000E-008	6.00000E-010	2.54200E-007	3.40010E+000	7.44716E+002	7.46620E+002	1.90360E+000	1.26553E-001	6.94500E-001	1.42800E-010	3.51000E-011	1.33100E-007
314	15	21	1	1.27000E-002	-2.60000E-003	-3.10000E-003	6.08000E-008	5.00000E-010	3.19200E-007	3.37620E+000	7.44496E+002	7.46925E+002	2.42810E+000	1.27501E-001	6.93800E-001	2.15400E-010	2.24800E-010	1.61900E-007
318	17	21	1	1.28000E-002	-2.70000E-003	-3.10000E-003	6.69000E-008	4.00000E-010	3.38300E-007	3.38470E+000	7.41705E+002	7.44218E+002	2.51320E+000	1.27419E-001	6.94600E-001	1.78000E-010	2.45900E-010	1.66200E-007
322	19	21	1	1.27000E-002	-2.70000E-003	-3.10000E-003	5.85000E-008	4.00000E-010	3.45200E-007	3.37480E+000	7.43761E+002	7.46167E+002	2.40670E+000	1.27904E-001	6.94000E-001	6.09000E-011	3.11400E-010	1.73400E-007
326	21	21	1	1.29000E-002	-2.70000E-003	-3.10000E-003	5.41000E-008	3.00000E-010	2.85300E-007	3.39760E+000	7.43628E+002	7.45192E+002	1.56380E+000	1.26259E-001	6.94200E-001	7.96000E-011	2.57600E-010	1.46800E-007
330	23	21	1	1.27000E-002	-2.70000E-003	-3.10000E-003	4.39000E-008	6.00000E-010	2.45600E-007	3.44270E+000	7.31188E+002	7.33209E+002	2.02130E+000	1.23474E-001	6.94700E-001	1.45200E-010	7.49000E-011	1.25700E-007
341	17	23	1	1.27000E-002	-2.70000E-003	-3.10000E-003	3.10000E-008	4.00000E-010	3.11300E-007	3.44970E+000	7.26129E+002	7.28508E+002	2.37970E+000	1.23860E-001	6.94300E-001	2.30000E-012	1.47500E-010	1.43100E-007
344	15	23	1	1.27000E-002	-2.80000E-003	-3.30000E-003	2.69000E-008	6.00000E-010	2.84000E-007	3.46150E+000	7.25856E+002	7.28259E+002	2.40230E+000	1.23868E-001	6.94500E-001	8.66000E-011	2.97400E-010	1.41300E-007

