Program name	H0206AD_E4_CP1.dll
Lot number	C127251.00-CPTSTE11-241023-003706@CP
Wafer number	03
Date	2024/10/23
Time	00:37:09

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH1	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
220	7	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	3.59000E-008	6.00000E-010	3.65500E-007	3.43280E+000	7.30368E+002	7.31945E+002	1.57720E+000	1.25100E-001	6.92600E-001	2.76300E-010	2.29500E-010	1.77100E-007
224	9	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	5.29000E-008	4.00000E-010	5.39600E-007	3.42130E+000	7.41070E+002	7.42529E+002	1.45910E+000	1.29244E-001	6.94200E-001	4.92000E-011	2.41200E-010	2.50400E-007
228	11	17	1	1.27000E-002	-2.60000E-003	-3.20000E-003	7.17000E-008	5.00000E-010	5.33500E-007	3.36200E+000	7.40288E+002	7.41782E+002	1.49400E+000	1.28945E-001	6.93300E-001	3.30200E-010	1.87000E-011	2.48800E-007
232	13	17	1	1.29000E-002	-2.60000E-003	-3.20000E-003	8.27000E-008	6.00000E-010	4.83900E-007	3.26740E+000	7.37835E+002	7.39466E+002	1.63120E+000	1.27235E-001	6.92200E-001	8.43000E-011	9.37000E-011	2.26300E-007
236	15	17	1	1.28000E-002	-2.60000E-003	-3.20000E-003	8.62000E-008	3.00000E-010	4.29600E-007	3.08280E+000	7.31417E+002	7.33102E+002	1.68520E+000	1.24578E-001	6.90600E-001	1.85000E-010	2.95000E-010	2.01200E-007
240	17	17	1	1.27000E-002	-2.60000E-003	-3.10000E-003	8.88000E-008	4.00000E-010	4.11200E-007	3.03110E+000	7.30256E+002	7.31810E+002	1.55320E+000	1.24270E-001	6.89700E-001	1.26400E-010	3.16100E-010	1.92500E-007
244	19	17	1	1.27000E-002	-2.50000E-003	-3.10000E-003	8.86000E-008	5.00000E-010	4.81500E-007	3.20510E+000	7.32180E+002	7.33836E+002	1.65650E+000	1.25065E-001	6.91300E-001	1.10100E-010	6.09000E-011	2.22600E-007
248	21	17	1	1.28000E-002	-2.50000E-003	-3.10000E-003	8.40000E-008	5.00000E-010	5.48300E-007	3.34800E+000	7.37347E+002	7.39194E+002	1.84700E+000	1.27754E-001	6.93400E-001	1.17100E-010	2.88000E-010	2.53900E-007
252	23	17	1	1.28000E-002	-2.60000E-003	-3.20000E-003	7.16000E-008	6.00000E-010	5.87000E-007	3.41560E+000	7.39149E+002	7.40791E+002	1.64240E+000	1.29646E-001	6.94600E-001	1.64000E-011	3.58300E-010	2.68500E-007
256	25	17	1	1.28000E-002	-2.60000E-003	-3.10000E-003	5.23000E-008	3.00000E-010	5.38000E-007	3.44650E+000	7.40243E+002	7.41639E+002	1.39570E+000	1.28887E-001	6.94300E-001	3.28000E-011	2.10700E-010	2.53200E-007
260	27	17	1	1.27000E-002	-2.60000E-003	-3.10000E-003	3.24000E-008	5.00000E-010	4.57400E-007	3.46570E+000	7.25435E+002	7.26880E+002	1.44440E+000	1.25278E-001	6.92700E-001	2.74000E-010	3.16100E-010	2.11000E-007
264	26	19	1	1.28000E-002	-2.60000E-003	-3.10000E-003	2.72000E-008	5.00000E-010	3.41800E-007	3.49370E+000	7.23985E+002	7.25515E+002	1.52940E+000	1.24830E-001	6.93300E-001	9.37000E-011	3.04400E-010	1.64600E-007
268	24	19	1	1.28000E-002	-2.60000E-003	-3.20000E-003	4.59000E-008	6.00000E-010	4.31800E-007	3.46720E+000	7.38381E+002	7.40048E+002	1.66710E+000	1.27122E-001	6.93900E-001	5.15000E-011	1.73300E-010	2.06100E-007
272	22	19	1	1.28000E-002	-2.60000E-003	-3.20000E-003	5.99000E-008	4.00000E-010	5.23400E-007	3.44040E+000	7.40257E+002	7.41897E+002	1.63980E+000	1.29058E-001	6.94300E-001	7.49000E-011	5.39000E-011	2.45500E-007
276	20	19	1	1.28000E-002	-2.50000E-003	-3.10000E-003	7.14000E-008	6.00000E-010	5.62200E-007	3.40610E+000	7.39475E+002	7.41001E+002	1.52580E+000	1.28991E-001	6.94200E-001	3.51200E-010	3.27800E-010	2.56500E-007
280	18	19	1	1.28000E-002	-2.50000E-003	-3.20000E-003	7.68000E-008	4.00000E-010	5.43700E-007	3.39020E+000	7.38447E+002	7.40741E+002	2.29320E+000	1.27830E-001	6.93900E-001	3.28000E-011	2.01400E-010	2.49600E-007
284	16	19	1	1.28000E-002	-2.60000E-003	-3.10000E-003	7.55000E-008	6.00000E-010	5.34200E-007	3.39750E+000	7.39226E+002	7.41269E+002	2.04310E+000	1.28003E-001	6.94700E-001	8.20000E-011	1.03000E-010	2.46200E-007
288	14	19	1	1.27000E-002	-2.60000E-003	-3.10000E-003	7.08000E-008	6.00000E-010	5.34300E-007	3.39550E+000	7.41553E+002	7.43531E+002	1.97790E+000	1.28566E-001	6.94100E-001	4.00400E-010	1.42800E-010	2.49000E-007
292	12	19	1	1.27000E-002	-2.60000E-003	-3.10000E-003	6.00000E-008	4.00000E-010	4.67100E-007	3.39350E+000	7.43656E+002	7.45544E+002	1.88820E+000	1.28773E-001	6.93100E-001	3.28000E-011	2.30000E-012	2.23900E-007
296	10	19	1	1.28000E-002	-2.60000E-003	-3.10000E-003	4.60000E-008	7.00000E-010	4.74000E-007	3.43490E+000	7.42654E+002	7.44426E+002	1.77240E+000	1.27831E-001	6.93400E-001	1.59200E-010	1.52200E-010	2.27400E-007
300	8	19	1	1.27000E-002	-2.60000E-003	-3.20000E-003	3.04000E-008	4.00000E-010	3.08800E-007	3.45910E+000	7.28881E+002	7.30438E+002	1.55680E+000	1.24035E-001	6.93500E-001	1.59200E-010	1.24100E-010	1.51000E-007
306	11	21	1	1.29000E-002	-2.70000E-003	-3.10000E-003	3.53000E-008	6.00000E-010	3.59500E-007	3.45810E+000	7.30184E+002	7.31795E+002	1.61080E+000	1.24440E-001	6.93100E-001	1.68600E-010	2.17800E-010	1.73200E-007
310	13	21	1	1.28000E-002	-2.60000E-003	-3.20000E-003	4.40000E-008	5.00000E-010	4.16700E-007	3.43800E+000	7.38909E+002	7.40837E+002	1.92800E+000	1.26957E-001	6.93000E-001	7.26000E-011	3.04400E-010	2.01600E-007
314	15	21	1	1.28000E-002	-2.60000E-003	-3.20000E-003	5.02000E-008	6.00000E-010	4.76800E-007	3.43050E+000	7.40522E+002	7.42769E+002	2.24640E+000	1.28072E-001	6.93300E-001	3.75000E-011	1.00700E-010	2.28000E-007
318	17	21	1	1.28000E-002	-2.60000E-003	-3.20000E-003	5.37000E-008	6.00000E-010	4.71000E-007	3.41140E+000	7.37625E+002	7.40046E+002	2.42120E+000	1.27585E-001	6.93700E-001	7.73000E-011	2.76300E-010	2.20700E-007
322	19	21	1	1.27000E-002	-2.60000E-003	-3.10000E-003	5.07000E-008	4.00000E-010	4.33000E-007	3.40870E+000	7.38862E+002	7.41125E+002	2.26340E+000	1.28206E-001	6.93100E-001	1.59200E-010	1.78000E-010	2.09400E-007
326	21	21	1	1.28000E-002	-2.50000E-003	-3.10000E-003	4.45000E-008	4.00000E-010	3.26800E-007	3.39510E+000	7.37440E+002	7.39001E+002	1.56160E+000	1.26439E-001	6.93300E-001	7.73000E-011	5.85000E-011	1.62800E-007
330	23	21	1	1.28000E-002	-2.60000E-003	-3.10000E-003	3.68000E-008	6.00000E-010	3.54600E-007	3.46100E+000	7.26347E+002	7.28106E+002	1.75950E+000	1.24170E-001	6.93700E-001	2.10700E-010	2.59900E-010	1.56900E-007
341	17	23	1	1.28000E-002	-2.60000E-003	-3.20000E-003	2.29000E-008	5.00000E-010	3.15500E-007	3.48200E+000	7.22076E+002	7.24355E+002	2.27920E+000	1.24421E-001	6.93800E-001	1.17100E-010	6.09000E-011	1.52000E-007
344	15	23	1	1.28000E-002	-2.80000E-003	-3.30000E-003	2.24000E-008	7.00000E-010	2.89000E-007	3.50120E+000	7.21676E+002	7.23894E+002	2.21880E+000	1.24337E-001	6.94900E-001	1.42800E-010	5.39000E-011	1.41900E-007

